order_id;Date_and_time_of_unloading;Product_code;Amount;Sale_amount;Discount_amount;Profit;Percentage_markup;Discount_percentage
8409;29.04.2020 19:00:00;2151;1;264;66;94;55,29;20
8410;29.04.2020 19:00:00;2152;1;360;90;125;53,19;20
8411;29.04.2020 19:00:00;2153;6;1590;210;780;96,3;11,67
8412;29.04.2020 19:00:00;2154;11;2651,29;648,71;1056,29;66,23;19,66
8413;01.05.2020 21:00:00;128;1;350;;171;95,53;
8414;01.05.2020 21:00:00;129;4;1295;105;579;80,87;7,5
8415;01.05.2020 21:00:00;130;2;538,31;61,69;256,31;90,89;10,28
8416;01.05.2020 21:00:00;131;1;268,42;31,58;122,42;83,85;10,53
8417;01.05.2020 21:00:00;137;3;1171,88;88,12;478,88;69,1;6,99
8418;01.05.2020 21:00:00;142;2;500;60;216;76,06;10,71
8419;01.05.2020 21:00:00;173;1;440;110;147;50,17;20
8420;01.05.2020 21:00:00;212;2;1300;;607;87,59;
8421;01.05.2020 21:00:00;216;2;436,61;23,39;220,61;102,13;5,08
8422;01.05.2020 21:00:00;219;2;1300;;607;87,59;
8423;01.05.2020 21:00:00;222;3;1688,37;261,63;621,87;58,31;13,42
8424;01.05.2020 21:00:00;223;1;630;420;45;7,69;40
8425;01.05.2020 21:00:00;236;5;1575;175;646,5;69,63;10
8426;01.05.2020 21:00:00;276;4;1327,94;72,06;647,94;95,29;5,15
8427;01.05.2020 21:00:00;295;3;1540;110;616;66,67;6,67
8428;01.05.2020 21:00:00;296;12;2015;145;889,28;79;6,71
8429;01.05.2020 21:00:00;298;11;1798,32;181,68;811,84;82,3;9,18
8430;01.05.2020 21:00:00;299;5;843,58;56,42;395,18;88,13;6,27
8431;01.05.2020 21:00:00;310;0,5;360;;192,5;114,93;
8432;01.05.2020 21:00:00;339;6,75;5298,96;641,04;2058,96;63,55;10,79
8433;01.05.2020 21:00:00;340;19,75;13383,07;836,93;6766,82;102,28;5,89
8434;01.05.2020 21:00:00;358;1;300;;207,04;222,72;
8435;01.05.2020 21:00:00;364;11;3566,49;283,51;2081,49;140,17;7,36
8436;01.05.2020 21:00:00;365;1;300;;174;138,1;
8437;01.05.2020 21:00:00;377;16;2684,64;195,36;1183,68;78,86;6,78
8438;01.05.2020 21:00:00;380;4;1138,7;61,3;538,7;89,78;5,11
8439;01.05.2020 21:00:00;381;1;269,65;30,35;166,65;161,8;10,12
8440;01.05.2020 21:00:00;408;1;405;45;168;70,89;10
8441;01.05.2020 21:00:00;457;2;700;;342;95,53;
8442;01.05.2020 21:00:00;472;3;900;;464,58;106,7;
8443;01.05.2020 21:00:00;474;1;315;35;127,38;67,89;10
8444;01.05.2020 21:00:00;476;1;240;60;81,88;51,78;20
8445;01.05.2020 21:00:00;481;9;2579,48;120,52;1209,5;88,29;4,46
8446;01.05.2020 21:00:00;482;5;1750;;983;128,16;
8447;01.05.2020 21:00:00;489;1;280;;98,28;54,08;
8448;01.05.2020 21:00:00;490;17,5;12863,52;436,48;7254,74;129,35;3,28
8449;01.05.2020 21:00:00;519;18;3479,64;120,36;3479,64;;3,34
8450;01.05.2020 21:00:00;520;3;724,14;25,86;379,14;109,9;3,45
8451;01.05.2020 21:00:00;560;2;690;110;314,76;83,88;13,75
8452;01.05.2020 21:00:00;564;21;9495,31;584,69;4787,11;101,68;5,8
8453;01.05.2020 21:00:00;566;12;2453,34;186,66;1101,06;81,42;7,07
8454;01.05.2020 21:00:00;578;11,25;9741,41;158,59;5297,66;119,22;1,6
8455;01.05.2020 21:00:00;591;14;2054,04;45,96;1319,04;179,46;2,19
8456;01.05.2020 21:00:00;592;5;1051,43;48,57;487,98;86,61;4,42
8457;01.05.2020 21:00:00;615;1;430;;193;81,43;
8458;01.05.2020 21:00:00;634;2,5;2249,95;150,05;894,95;66,05;6,25
8459;01.05.2020 21:00:00;637;34,5;20339,59;360,41;11024,59;118,35;1,74
8460;01.05.2020 21:00:00;643;5;1210;140;475;64,63;10,37
8461;01.05.2020 21:00:00;649;2;480;120;160;50;20
8462;01.05.2020 21:00:00;651;2,5;1998,59;201,41;1073,59;116,06;9,16
8463;01.05.2020 21:00:00;653;10;3127,06;172,94;1647,06;111,29;5,24
8464;01.05.2020 21:00:00;654;23,5;18235,97;564,03;9940,47;119,83;3
8465;01.05.2020 21:00:00;688;3;810;;441,84;120,01;
8466;01.05.2020 21:00:00;717;14;3325;175;3325;;5
8467;01.05.2020 21:00:00;816;6;1417,06;682,94;415,06;41,42;32,52
8468;01.05.2020 21:00:00;843;2;440;;190;76;
8469;01.05.2020 21:00:00;898;2;628,68;71,32;628,68;;10,19
8470;01.05.2020 21:00:00;899;8;2589,43;210,57;2589,43;;7,52
8471;01.05.2020 21:00:00;985;1;140;;10;7,69;
8472;01.05.2020 21:00:00;1012;8;3972,07;507,93;1732,07;77,32;11,34
8473;01.05.2020 21:00:00;1019;2,25;1389,97;230,03;681,22;96,12;14,2
8474;01.05.2020 21:00:00;1057;5;1449,71;200,29;669,71;85,86;12,14
8475;01.05.2020 21:00:00;1080;1;558,33;141,67;176;46,03;20,24
8476;01.05.2020 21:00:00;1171;2;810;90;324;66,67;10
8477;01.05.2020 21:00:00;1199;6;4148,96;171,04;2378,96;134,4;3,96
8478;01.05.2020 21:00:00;1213;8,75;6536,43;463,57;3780,18;137,15;6,62
8479;01.05.2020 21:00:00;1217;2;320,71;39,29;159,05;98,39;10,91
8480;01.05.2020 21:00:00;1238;4;825;175;405;96,43;17,5
8481;01.05.2020 21:00:00;1250;1;270;;152;128,81;
8482;01.05.2020 21:00:00;1254;2;665;35;329;97,92;5
8483;01.05.2020 21:00:00;1283;2;322;38;142,64;79,53;10,56
8484;01.05.2020 21:00:00;1331;1;350;;160;84,21;
8485;01.05.2020 21:00:00;1337;9;2336,24;363,76;1031,24;79,02;13,47
8486;01.05.2020 21:00:00;1378;3;2780;100;1238;80,29;3,47
8487;01.05.2020 21:00:00;1433;2;570;30;256,66;81,91;5
8488;01.05.2020 21:00:00;1472;1;300;;150;100;
8489;01.05.2020 21:00:00;1474;7,25;5458,23;341,77;2207,84;67,93;5,89
8490;01.05.2020 21:00:00;1486;1;490;210;90;22,5;30
8491;01.05.2020 21:00:00;1501;1;700;;385;122,22;
8492;01.05.2020 21:00:00;1565;3;1350;150;573;73,75;10
8493;01.05.2020 21:00:00;1588;1;242,14;27,86;102,14;72,96;10,32
8494;01.05.2020 21:00:00;1590;2;575,51;144,49;183,51;46,81;20,07
8495;01.05.2020 21:00:00;1594;15,75;9307,86;142,14;5055,36;118,88;1,5
8496;01.05.2020 21:00:00;1610;1;440;;199;82,57;
8497;01.05.2020 21:00:00;1622;1;259;111;53,4;25,97;30
8498;01.05.2020 21:00:00;1627;1;560;140;150,06;36,61;20
8499;01.05.2020 21:00:00;1628;2;1005;55;402,9;66,92;5,19
8500;01.05.2020 21:00:00;1662;1;800;450;250;45,45;36
8501;01.05.2020 21:00:00;1664;0,5;320;80;114,5;55,72;20
8502;01.05.2020 21:00:00;1672;1;550;;273,5;98,92;
8503;01.05.2020 21:00:00;1717;2;448;112;178;65,93;20
8504;01.05.2020 21:00:00;1728;4;1050,61;269,39;410,61;64,16;20,41
8505;01.05.2020 21:00:00;1744;1;490;70;240;96;12,5
8506;01.05.2020 21:00:00;1773;1;358,93;41,07;145,93;68,51;10,27
8507;01.05.2020 21:00:00;1778;1;350;;173;97,74;
8508;01.05.2020 21:00:00;1785;1;1925;825;273;16,53;30
8509;01.05.2020 21:00:00;1809;1;300;;152;102,7;
8510;01.05.2020 21:00:00;1823;12;1905,84;254,16;780,12;69,3;11,77
8511;01.05.2020 21:00:00;1832;1;700;;313;80,88;
8512;01.05.2020 21:00:00;1841;2;855;45;351;69,64;5
8513;01.05.2020 21:00:00;1845;1;1600;;666;71,31;
8514;01.05.2020 21:00:00;1850;1;420;;192;84,21;
8515;01.05.2020 21:00:00;1901;1;270;;135;100;
8516;01.05.2020 21:00:00;1902;2;570;30;260;83,87;5
8517;01.05.2020 21:00:00;1916;1;315;135;55,95;21,6;30
8518;01.05.2020 21:00:00;1923;2;560;240;-65,32;-10,45;30
8519;01.05.2020 21:00:00;1943;1;189;81;54;40;30
8520;01.05.2020 21:00:00;1947;10;1961,66;238,34;893,76;83,69;10,83
8521;01.05.2020 21:00:00;1951;2;790;90;296;59,92;10,23
8522;01.05.2020 21:00:00;1957;11;9591,51;968,49;4531,51;89,56;9,17
8523;01.05.2020 21:00:00;1970;3;671,09;138,91;341,09;103,36;17,15
8524;01.05.2020 21:00:00;1989;1;330;;182;122,97;
8525;01.05.2020 21:00:00;1999;0,75;331,18;88,82;181,18;120,79;21,15
8526;01.05.2020 21:00:00;2002;2;560;;320;133,33;
8527;01.05.2020 21:00:00;2004;2;560;;320;133,33;
8528;01.05.2020 21:00:00;2015;4;1260;140;580;85,29;10
8529;01.05.2020 21:00:00;2016;5;853,58;46,42;405,18;90,36;5,16
8530;01.05.2020 21:00:00;2022;1;350;;172;96,63;
8531;01.05.2020 21:00:00;2026;0,25;240;;114;90,48;
8532;01.05.2020 21:00:00;2029;6,25;6190;310;2790;82,06;4,77
8533;01.05.2020 21:00:00;2030;2,25;1970,62;189,38;791,62;67,14;8,77
8534;01.05.2020 21:00:00;2032;1,25;1423,18;76,82;579,43;68,67;5,12
8535;01.05.2020 21:00:00;2036;1;280;70;112;66,67;20
8536;01.05.2020 21:00:00;2043;1;359,63;90,37;135,63;60,55;20,08
8537;01.05.2020 21:00:00;2059;1;400;100;126;45,99;20
8538;01.05.2020 21:00:00;2060;1;431,56;108,44;134,56;45,31;20,08
8539;01.05.2020 21:00:00;2074;1;1750;750;293;20,11;30
8540;01.05.2020 21:00:00;2084;0,66;533,16;60,84;234,06;78,25;10,24
8541;01.05.2020 21:00:00;2091;4;1715;45;995;138,19;2,56
8542;01.05.2020 21:00:00;2094;2;540;60;257,8;91,35;10
8543;01.05.2020 21:00:00;2095;1;600;;317,8;112,62;
8544;01.05.2020 21:00:00;2098;0,25;125;15;64,22;105,66;10,71
8545;01.05.2020 21:00:00;2099;3;874,48;175,52;319,48;57,56;16,72
8546;01.05.2020 21:00:00;2100;2;500;60;220;78,57;10,71
8547;01.05.2020 21:00:00;2101;2;625;35;285;83,82;5,3
8548;01.05.2020 21:00:00;2104;6;1097,63;102,37;1097,63;;8,53
8549;01.05.2020 21:00:00;2108;8;2095,22;144,78;1015,22;94;6,46
8550;01.05.2020 21:00:00;2109;3;725;115;320;79,01;13,69
8551;01.05.2020 21:00:00;2110;1;280;;140;100;
8552;01.05.2020 21:00:00;2111;2;539,55;60,45;239,55;79,85;10,08
8553;01.05.2020 21:00:00;2113;1;159,71;40,29;69,71;77,46;20,15
8554;01.05.2020 21:00:00;2114;4;811,46;68,54;411,46;102,87;7,79
8555;01.05.2020 21:00:00;2117;2;373;67;147,62;65,5;15,23
8556;01.05.2020 21:00:00;2118;12,5;6369,36;630,64;3869,36;154,77;9,01
8557;01.05.2020 21:00:00;2119;11,5;5685,66;294,34;3155,66;124,73;4,92
8558;01.05.2020 21:00:00;2123;1;360;40;155,03;75,64;10
8559;01.05.2020 21:00:00;2127;1;336;144;85,94;34,37;30
8560;01.05.2020 21:00:00;2128;1;380;100;129,94;51,96;20,83
8561;01.05.2020 21:00:00;2130;2;710,03;129,97;284,93;67,03;15,47
8562;01.05.2020 21:00:00;2131;1;599,49;150,51;199,74;49,97;20,07
8563;01.05.2020 21:00:00;2134;3;1495;455;478,99;47,14;23,33
8564;01.05.2020 21:00:00;2136;2;779;261;202,78;35,19;25,1
8565;01.05.2020 21:00:00;2140;1;350;;350;;
8566;01.05.2020 21:00:00;2142;1;350;;350;;
8567;01.05.2020 21:00:00;2145;2,75;1590;60;792,5;99,37;3,64
8568;01.05.2020 21:00:00;2146;5;1247,9;402,1;447,9;55,99;24,37
8569;01.05.2020 21:00:00;2147;7;1765,95;334,05;925,95;110,23;15,91
8570;01.05.2020 21:00:00;2149;18,5;9311,23;1048,77;4686,23;101,32;10,12
8571;01.05.2020 21:00:00;2150;11,5;5926,92;513,08;2936,92;98,22;7,97
8572;01.05.2020 21:00:00;2153;9;2489,19;210,81;1274,19;104,87;7,81
8573;01.05.2020 21:00:00;2154;16;4075,56;724,44;1755,56;75,67;15,09
8574;01.05.2020 21:00:00;2156;10,25;5616,95;533,05;3720,7;196,21;8,67
8575;01.05.2020 21:00:00;2157;6;2674,29;205,71;1392,81;108,69;7,14
8576;01.05.2020 21:00:00;2158;12;9339,55;1220,45;4371,55;87,99;11,56
8577;01.05.2020 21:00:00;2159;2;527,46;132,54;237,46;81,88;20,08
8578;01.05.2020 21:00:00;2160;1;245;105;69;39,2;30
8579;01.05.2020 21:00:00;2161;3;909,12;140,88;408,12;81,46;13,42
8580;06.05.2020 16:00:00;126;1;350;;171;95,53;
8581;06.05.2020 16:00:00;128;2;700;;342;95,53;
8582;06.05.2020 16:00:00;129;13;4445;105;2118;91,02;2,31
8583;06.05.2020 16:00:00;130;1;300;;159;112,77;
8584;06.05.2020 16:00:00;131;2;570;30;278;95,21;5
8585;06.05.2020 16:00:00;133;1;340;40;152;80,85;10,53
8586;06.05.2020 16:00:00;134;1;340;40;142;71,72;10,53
8587;06.05.2020 16:00:00;135;1;294,89;35,11;130,89;79,81;10,64
8588;06.05.2020 16:00:00;139;1;300;;168;127,27;
8589;06.05.2020 16:00:00;140;3;675;75;300;80;10
8590;06.05.2020 16:00:00;141;1;370;;155;72,09;
8591;06.05.2020 16:00:00;142;8;2155;85;1019;89,7;3,79
8592;06.05.2020 16:00:00;155;7;2580,29;309,71;879,29;51,69;10,72
8593;06.05.2020 16:00:00;157;1;450;;166;58,45;
8594;06.05.2020 16:00:00;170;1;765;85;178;30,32;10
8595;06.05.2020 16:00:00;211;2;1185;65;492;71;5,2
8596;06.05.2020 16:00:00;212;1;650;;303,5;87,59;
8597;06.05.2020 16:00:00;216;1;205,93;24,07;97,93;90,68;10,47
8598;06.05.2020 16:00:00;217;1;675;75;265,5;64,84;10
8599;06.05.2020 16:00:00;219;2;1300;;607;87,59;
8600;06.05.2020 16:00:00;222;1;585;65;229,5;64,56;10
8601;06.05.2020 16:00:00;236;23;7411,55;638,45;3140,45;73,53;7,93
8602;06.05.2020 16:00:00;238;10;2993,15;306,85;1243,15;71,04;9,3
8603;06.05.2020 16:00:00;243;1;500;;209;71,82;
8604;06.05.2020 16:00:00;247;1;460;120;127;38,14;20,69
8605;06.05.2020 16:00:00;257;2;590;70;284;92,81;10,61
8606;06.05.2020 16:00:00;288;1;350;;172;96,63;
8607;06.05.2020 16:00:00;293;1;720;180;307;74,33;20
8608;06.05.2020 16:00:00;294;1;495;55;196;65,55;10
8609;06.05.2020 16:00:00;296;16;2587,26;292,74;1086,3;72,37;10,16
8610;06.05.2020 16:00:00;298;15;2046,69;653,31;701,49;52,15;24,2
8611;06.05.2020 16:00:00;299;46;8044;236;3918,72;94,99;2,85
8612;06.05.2020 16:00:00;339;9,5;7259,7;1100,3;2699,7;59,2;13,16
8613;06.05.2020 16:00:00;340;21,5;13637,64;1842,36;6435,14;89,35;11,9
8614;06.05.2020 16:00:00;356;2;5,82;594,18;-147,18;-96,2;99,03
8615;06.05.2020 16:00:00;358;3;305,82;594,18;26,94;9,66;66,02
8616;06.05.2020 16:00:00;364;9;1969,48;1180,52;754,48;62,1;37,48
8617;06.05.2020 16:00:00;365;8;1508,73;891,27;500,73;49,68;37,14
8618;06.05.2020 16:00:00;373;5;1978,95;271,05;738,95;59,59;12,05
8619;06.05.2020 16:00:00;377;19;2775,7;644,3;993,31;55,73;18,84
8620;06.05.2020 16:00:00;380;12;2659,1;940,9;859,1;47,73;26,14
8621;06.05.2020 16:00:00;381;4;605,82;594,18;193,82;47,04;49,52
8622;06.05.2020 16:00:00;386;1;370;;165;80,49;
8623;06.05.2020 16:00:00;402;1;480;120;105;28;20
8624;06.05.2020 16:00:00;457;1;315;35;136;75,98;10
8625;06.05.2020 16:00:00;472;2;570;30;279,72;96,36;5
8626;06.05.2020 16:00:00;474;1;350;;162,38;86,55;
8627;06.05.2020 16:00:00;476;1;300;;141,88;89,73;
8628;06.05.2020 16:00:00;479;1;300;;150,14;100,19;
8629;06.05.2020 16:00:00;481;6;1588,11;211,89;674,79;73,88;11,77
8630;06.05.2020 16:00:00;482;9;3115;35;1734,4;125,63;1,11
8631;06.05.2020 16:00:00;483;3;1924,36;175,64;819,88;74,23;8,36
8632;06.05.2020 16:00:00;489;1;280;;98,28;54,08;
8633;06.05.2020 16:00:00;490;5,25;3910,12;79,88;2274,64;139,08;2
8634;06.05.2020 16:00:00;519;19;3575,69;224,31;3575,69;;5,9
8635;06.05.2020 16:00:00;520;7;1535,48;214,52;730,48;90,74;12,26
8636;06.05.2020 16:00:00;530;2;435,93;24,07;219,93;101,82;5,23
8637;06.05.2020 16:00:00;564;26;11315,13;1164,87;6130,5;118,24;9,33
8638;06.05.2020 16:00:00;566;29;5746,24;633,76;2478,23;75,83;9,93
8639;06.05.2020 16:00:00;578;12,75;10415,08;804,92;5378,83;106,8;7,17
8640;06.05.2020 16:00:00;591;9;1319,83;30,17;847,33;179,33;2,23
8641;06.05.2020 16:00:00;615;2;774;86;300;63,29;10
8642;06.05.2020 16:00:00;616;1;375;45;131;53,69;10,71
8643;06.05.2020 16:00:00;634;5;4481,54;318,46;1771,54;65,37;6,63
8644;06.05.2020 16:00:00;637;40;20981,34;3018,66;10181,34;94,27;12,58
8645;06.05.2020 16:00:00;643;12;3036,98;143,02;1272,98;72,16;4,5
8646;06.05.2020 16:00:00;649;4;960;240;320;50;20
8647;06.05.2020 16:00:00;653;2;660;;364;122,97;
8648;06.05.2020 16:00:00;654;28,75;21957,21;1042,79;11808,46;116,35;4,53
8649;06.05.2020 16:00:00;681;1;421,28;48,72;169,28;67,17;10,37
8650;06.05.2020 16:00:00;683;2;1025;115;395;62,7;10,09
8651;06.05.2020 16:00:00;688;3;810;;406,44;100,71;
8652;06.05.2020 16:00:00;717;35;7842,69;907,31;7842,69;;10,37
8653;06.05.2020 16:00:00;816;7;1956,67;493,33;787,67;67,38;20,14
8654;06.05.2020 16:00:00;839;1;120,69;99,31;-23,31;-16,19;45,14
8655;06.05.2020 16:00:00;843;3;560,69;99,31;185,69;49,52;15,05
8656;06.05.2020 16:00:00;859;11,75;4717,32;882,68;2602,32;123,04;15,76
8657;06.05.2020 16:00:00;898;8;2276,57;523,43;2276,57;;18,69
8658;06.05.2020 16:00:00;899;11;2668,87;1181,13;2668,87;;30,68
8659;06.05.2020 16:00:00;985;5;685;15;35;5,38;2,14
8660;06.05.2020 16:00:00;1012;11,75;5560,63;1019,37;2270,63;69,02;15,49
8661;06.05.2020 16:00:00;1019;22,8;15742,13;673,87;8560,13;119,19;4,1
8662;06.05.2020 16:00:00;1021;3;920;70;401;77,26;7,07
8663;06.05.2020 16:00:00;1030;1;200;;102;104,08;
8664;06.05.2020 16:00:00;1057;8;2065,49;574,51;817,49;65,5;21,76
8665;06.05.2020 16:00:00;1059;1;480;;202,8;73,16;
8666;06.05.2020 16:00:00;1171;1;450;;207;85,19;
8667;06.05.2020 16:00:00;1213;8;5957,69;442,31;3437,69;136,42;6,91
8668;06.05.2020 16:00:00;1238;24;4902,31;1097,69;2382,31;94,54;18,29
8669;06.05.2020 16:00:00;1250;1;270;;152;128,81;
8670;06.05.2020 16:00:00;1252;1;376,12;43,88;151,12;67,16;10,45
8671;06.05.2020 16:00:00;1254;2;700;;364;108,33;
8672;06.05.2020 16:00:00;1262;3;329,15;270,85;-225,85;-40,69;45,14
8673;06.05.2020 16:00:00;1267;4;1110;90;430;63,24;7,5
8674;06.05.2020 16:00:00;1270;1;2,14;327,86;-167,86;-98,74;99,35
8675;06.05.2020 16:00:00;1275;1;280;70;95;51,35;20
8676;06.05.2020 16:00:00;1337;4;1139,78;60,22;559,78;96,51;5,02
8677;06.05.2020 16:00:00;1354;1;810;90;270;50;10
8678;06.05.2020 16:00:00;1378;13;10661,68;1818,32;3882,48;57,27;14,57
8679;06.05.2020 16:00:00;1389;1;1800;200;526;41,29;10
8680;06.05.2020 16:00:00;1419;1;520;130;151;40,92;20
8681;06.05.2020 16:00:00;1433;2;570;30;256,66;81,91;5
8682;06.05.2020 16:00:00;1444;1;181,03;148,97;23,03;14,58;45,14
8683;06.05.2020 16:00:00;1464;0,5;432;48;194,5;81,89;10
8684;06.05.2020 16:00:00;1468;2;339,54;100,46;15,54;4,8;22,83
8685;06.05.2020 16:00:00;1469;1;120,69;99,31;-29,31;-19,54;45,14
8686;06.05.2020 16:00:00;1472;1;164,58;135,42;14,58;9,72;45,14
8687;06.05.2020 16:00:00;1501;3;713,29;1386,71;-231,71;-24,52;66,03
8688;06.05.2020 16:00:00;1555;1;2,84;297,16;-147,16;-98,11;99,05
8689;06.05.2020 16:00:00;1565;1;400;100;141;54,44;20
8690;06.05.2020 16:00:00;1566;1;360;90;114;46,34;20
8691;06.05.2020 16:00:00;1588;4;1020;60;460;82,14;5,56
8692;06.05.2020 16:00:00;1590;4;1326,54;113,46;542,54;69,2;7,88
8693;06.05.2020 16:00:00;1594;36,75;21154,19;895,81;11231,69;113,19;4,06
8694;06.05.2020 16:00:00;1602;1;375;45;139;58,9;10,71
8695;06.05.2020 16:00:00;1611;2;720;80;284;65,14;10
8696;06.05.2020 16:00:00;1628;1;530;;228,95;76,05;
8697;06.05.2020 16:00:00;1653;2;540;;310,26;135,05;
8698;06.05.2020 16:00:00;1664;10,25;7895,84;304,16;3683,09;87,43;3,71
8699;06.05.2020 16:00:00;1717;3;698,69;141,31;293,69;72,52;16,82
8700;06.05.2020 16:00:00;1728;3;887;103;407;84,79;10,4
8701;06.05.2020 16:00:00;1744;17,75;9042,12;897,88;4604,62;103,77;9,03
8702;06.05.2020 16:00:00;1753;3;984,59;155,41;439,31;80,57;13,63
8703;06.05.2020 16:00:00;1755;1;700;;357,67;104,48;
8704;06.05.2020 16:00:00;1773;1;320;80;107;50,23;20
8705;06.05.2020 16:00:00;1783;1;313,61;36,39;136,61;77,18;10,4
8706;06.05.2020 16:00:00;1790;1;400,69;269,31;54,19;15,64;40,2
8707;06.05.2020 16:00:00;1809;1;300;;152;102,7;
8708;06.05.2020 16:00:00;1821;1;280;;130;86,67;
8709;06.05.2020 16:00:00;1823;21;3461,01;318,99;1491;75,68;8,44
8710;06.05.2020 16:00:00;1828;1;341,14;38,86;105,14;44,55;10,23
8711;06.05.2020 16:00:00;1841;1;405;45;153;60,71;10
8712;06.05.2020 16:00:00;1864;3;1305;45;547,5;72,28;3,33
8713;06.05.2020 16:00:00;1906;3;866,56;63,44;392,56;82,82;6,82
8714;06.05.2020 16:00:00;1909;3;1750;350;558,61;46,89;16,67
8715;06.05.2020 16:00:00;1947;6;1186,62;133,38;545,88;85,2;10,1
8716;06.05.2020 16:00:00;1951;1;352;88;105;42,51;20
8717;06.05.2020 16:00:00;1957;4,25;3856,07;223,93;1901,07;97,24;5,49
8718;06.05.2020 16:00:00;1959;1;295;35;160,75;119,74;10,61
8719;06.05.2020 16:00:00;1970;2;540;;320;145,45;
8720;06.05.2020 16:00:00;1971;1;400;;190;90,48;
8721;06.05.2020 16:00:00;1979;3;810;90;465,36;135,03;10
8722;06.05.2020 16:00:00;1999;12;6433,84;286,16;4033,84;168,08;4,26
8723;06.05.2020 16:00:00;2001;1;300;;160;114,29;
8724;06.05.2020 16:00:00;2003;2;470;90;210;80,77;16,07
8725;06.05.2020 16:00:00;2005;1;260;;150;136,36;
8726;06.05.2020 16:00:00;2006;3;885;105;405;84,38;10,61
8727;06.05.2020 16:00:00;2010;1;980;420;227;30,15;30
8728;06.05.2020 16:00:00;2016;12;1926,68;233,32;850,52;79,03;10,8
8729;06.05.2020 16:00:00;2019;1,75;1297,61;102,39;588,86;83,08;7,31
8730;06.05.2020 16:00:00;2020;3,25;3019,74;100,26;1329,74;78,68;3,21
8731;06.05.2020 16:00:00;2022;3;977,12;72,88;443,12;82,98;6,94
8732;06.05.2020 16:00:00;2024;1;330;;174;111,54;
8733;06.05.2020 16:00:00;2029;0,25;208;52;72;52,94;20
8734;06.05.2020 16:00:00;2030;11,75;10670,29;609,71;4513,29;73,3;5,41
8735;06.05.2020 16:00:00;2032;8;9009,65;590,35;3609,65;66,85;6,15
8736;06.05.2020 16:00:00;2036;1;279,44;70,56;111,44;66,33;20,16
8737;06.05.2020 16:00:00;2062;1;395;45;152;62,55;10,23
8738;06.05.2020 16:00:00;2070;1;480;120;148;44,58;20
8739;06.05.2020 16:00:00;2080;1;468;52;189;67,74;10
8740;06.05.2020 16:00:00;2094;2;510;90;227,8;80,72;15
8741;06.05.2020 16:00:00;2095;2;1080;120;515,6;91,35;10
8742;06.05.2020 16:00:00;2096;6,25;3246,89;253,11;1615,64;99,04;7,23
8743;06.05.2020 16:00:00;2098;23;11128,33;1751,67;5536,34;99;13,6
8744;06.05.2020 16:00:00;2099;1;315;35;130;70,27;10
8745;06.05.2020 16:00:00;2100;4;1002,97;117,03;442,97;79,1;10,45
8746;06.05.2020 16:00:00;2101;7;2239,41;70,59;1049,41;88,19;3,06
8747;06.05.2020 16:00:00;2103;6;1127,41;372,59;1127,41;;24,84
8748;06.05.2020 16:00:00;2104;7;1318,12;81,88;1318,12;;5,85
8749;06.05.2020 16:00:00;2108;14;3860;60;1970;104,23;1,53
8750;06.05.2020 16:00:00;2111;7;1860;240;810;77,14;11,43
8751;06.05.2020 16:00:00;2113;1;160;40;70;77,78;20
8752;06.05.2020 16:00:00;2114;2;440;;240;120;
8753;06.05.2020 16:00:00;2116;8;3566,55;273,45;1772,95;98,85;7,12
8754;06.05.2020 16:00:00;2119;14,5;6664,72;875,28;3474,72;108,93;11,61
8755;06.05.2020 16:00:00;2122;2;639,87;160,13;229,93;56,09;20,02
8756;06.05.2020 16:00:00;2123;2;639,87;160,13;229,93;56,09;20,02
8757;06.05.2020 16:00:00;2127;2;960;;459,88;91,95;
8758;06.05.2020 16:00:00;2129;2;709,44;130,56;284,34;66,89;15,54
8759;06.05.2020 16:00:00;2130;6;2135,72;384,28;860,42;67,47;15,25
8760;06.05.2020 16:00:00;2134;1;454,79;195,21;116,12;34,29;30,03
8761;06.05.2020 16:00:00;2135;1;500;;223,12;80,58;
8762;06.05.2020 16:00:00;2138;15,75;11546,72;1053,28;5608,97;94,46;8,36
8763;06.05.2020 16:00:00;2139;5,75;4082,15;1437,85;1782,15;77,48;26,05
8764;06.05.2020 16:00:00;2140;1;350;;350;;
8765;06.05.2020 16:00:00;2142;1;3,4;346,6;3,4;;99,03
8766;06.05.2020 16:00:00;2143;1;270;30;270;;10
8767;06.05.2020 16:00:00;2144;2;318,4;381,6;318,4;;54,51
8768;06.05.2020 16:00:00;2146;1;330;;170;106,25;
8769;06.05.2020 16:00:00;2147;7;1861,58;238,42;1021,58;121,62;11,35
8770;06.05.2020 16:00:00;2149;0,25;1,29;138,71;-61,21;-97,94;99,08
8771;06.05.2020 16:00:00;2150;7,25;3533,51;526,49;1648,51;87,45;12,97
8772;06.05.2020 16:00:00;2151;1;181,03;148,97;11,03;6,49;45,14
8773;06.05.2020 16:00:00;2152;1;246,87;203,13;11,87;5,05;45,14
8774;06.05.2020 16:00:00;2153;4;544,77;655,23;4,77;0,88;54,6
8775;06.05.2020 16:00:00;2154;12;3082,91;447,09;1342,91;77,18;12,67
8776;06.05.2020 16:00:00;2156;9;5096,83;303,17;3431,83;206,12;5,61
8777;06.05.2020 16:00:00;2157;13,25;5527,12;832,88;2697,18;95,31;13,1
8778;06.05.2020 16:00:00;2158;0,25;175;45;71,5;69,08;20,45
8779;06.05.2020 16:00:00;2159;18;4624,89;1315,11;2014,89;77,2;22,14
